File	Name	Slot	Script
hjollder	Hjollder	Slot 592	agrandbr
hkensaf	Hashimoto Guard	Slot 592	agrandrb
hkensai	Hashimoto Guard	Slot 592	agrandbr
hlarch	Archer	Slot 592	agrandea
hlassa	Assassin	Slot 592	agrandbr
hlcleric	Cleric	Slot 592	agrandrb
hldemi	Kangaxx the Demi-Lich	Slot 600	agrandbr
hlfight	Fighter	Slot 592	agrandbr
hlhive	Hive Mother	Slot 592	agrandbr
hlid	Matti Halme	Slot 592	agrandrb
hlketta	Ketta	Slot 600	agrandbr
hlketta2	Ketta	Slot 592	agrandrb
hlkoshi	Koshi	Slot 608	agrandrb
hllayen	Layene	Slot 584	agrandrb
hllich	Elemental Lich	Slot 600	agrandbr
hlmafer	Maferan	Slot 592	agrandbr
hlmage	Mage	Slot 592	agrandrb
hlolaf	Olaf Rassmusen	Slot 592	agrandbr
hlorb	Elder Orb	Slot 592	agrandrb
hlrevan	Revanek	Slot 592	agrandrb
hlshade	Shade Lich	Slot 600	agrandbr
hlshang	Shangalar	Slot 600	agrandrb
hlshyr	Shyressa	Slot 592	agrandlx
hlskull	Golden Skull	Slot 592	agrandbr
hlstal	Stalman	Slot 600	agrandrb
hlvaxal	Vaxall	Slot 592	agrandbr
hmelvin	Squire Melvin	Slot 600	agrandrb
hobarc01	Hobgoblin Archer	Slot 592	agrandbr
hobarc02	Hobgoblin Archer	Slot 592	agrandbr
hobarc03	Hobgoblin Archer	Slot 592	agrandrb
hobcap01	Hobgoblin Captain	Slot 592	agrandrb
hobeli01	Hobgoblin Elite	Slot 592	agrandrb
hobgo2	Hobgoblin	Slot 592	agrandbr
hobgo3	Hobgoblin	Slot 592	agrandbr
hobgo4	Hobgoblin	Slot 592	agrandbr
hobgo6	Hobgoblin	Slot 592	agrandbr
hobgob01	Gerg	Slot 592	agrandbr
hobgob03	Hobgoblin	Slot 592	agrandbr
hobgob04	Hobgoblin	Slot 592	agrandbr
hobgob05	Hobgoblin	Slot 592	agrandrb
hobgod	Hobgoblin	Slot 592	agrandrb
hobsha01	Hobgoblin Shaman	Slot 592	agrandrb
hobwar01	Hobgoblin Warrior	Slot 592	agrandbr
hobwiz01	Hobgoblin Wizard	Slot 592	agrandbr
hobwiz02	Hobgoblin Wizard	Slot 592	agrandrb
holybeh	Beholder	Slot 592	agrandrb
holymind	Mind Flayer	Slot 592	agrandrb
holyone1	Holy One	Slot 592	agrandrb
holyone2	Holy One	Slot 592	agrandbr
holyone3	Holy One	Slot 592	agrandbr
holyone4	Holy One	Slot 592	agrandrb
holytana	Tanar'ri	Slot 584	agrandrb
holyumb	Umber Hulk	Slot 592	agrandrb
holyvam	Vampire	Slot 592	agrandbr
hoodman	Hooded Man	Slot 592	agrandrb
horred	Horred the Plague	Slot 592	agrandrb
horred2	Horred the Plague	Slot 592	agrandbr
horsesal	Trader	Slot 584	agrandbr
hprelate	Prelate Wessalen	Slot 600	agrandbr
hspectr2	Spectral Harpist	Slot 600	agrandrb
hspectr3	Spectral Harpist	Slot 600	agrandsw
hurgisf	Hurgis Baltezan	Slot 608	agrandsh
hurgisr	Hurgis Baltezan	Slot 608	agrandrb
husam	Husam	Slot 584	agrandbr
i#vhand	Handmaiden of Lolth	Slot 592	agrandsh
i#vyoch	Yochlol	Slot 592	agrandbr
icebeard	Thorin Icebeard	Slot 592	agrandsh
icetrlx2	Ice Troll	Slot 592	agrandbr
icetrlz2	Ice Troll	Slot 592	agrandrb
icetrolx	Ice Troll	Slot 592	agrandbr
icetrolz	Ice Troll	Slot 592	agrandrp
icgob01	Goblin	Slot 592	agrandrg
icgob02	Goblin	Slot 592	agrandrb
icgob03	Goblin	Slot 592	agrandbr
icgob04	Goblin Captain	Slot 592	agrandrp
icgob05	Goblin	Slot 592	agrandrb
icliz01	Lizard Man	Slot 592	agrandbr
icliz02	Gorkale	Slot 592	agrandrb
icmarili	Marilith	Slot 592	agrandbr
icmin01	Minotaur	Slot 592	agrandrb
icyuan01	Yuan-Ti 	Slot 592	agrandbr
icyuan02	Greater Yuan-Ti	Slot 592	agrandrb
icyuan03	Yuan-Ti Mage	Slot 600	agrandsw
icyuan04	Yuan-Ti Elite	Slot 592	agrandbr
icyuan05	Yuan-Ti Prince	Slot 600	agrandbr
icyuan06	Yuan-Ti Champion	Slot 592	agrandrb
icyuan07	Yuan-Ti Berserker	Slot 592	agrandrb
idemon01	Cambion	Slot 592	agrandbr
idemon02	Cambion	Slot 592	agrandbr
idjinni	Malaaq	Slot 592	agrandrb
idryad02	Cania	Slot 600	agrandrb
idryad03	Elyme	Slot 600	agrandbr
igibber	Gibberling	Slot 592	agrandrb
ii1	Orb of Fear	Slot 592	agrandbr
ii4	Wraith of Wrath	Slot 584	agrandea
ii5	Irenicus the Slayer	Slot 592	agrandrb
ii6	Irenicus, the Shattered One	Slot 592	agrandrb
ilhan	Ilhan	Slot 592	agrandrb
ilhan2	Ilhan	Slot 592	agrandrb
ilhan3	Ilhan	Slot 600	agrandsr
illasera	Illasera	Slot 600	agrandnc
ily1	Zhivago	Slot 600	agrandrb
ily2	Ilyich	Slot 600	agrandrb
ily3	Karamazov	Slot 600	agrandbr
ily4	Rasputin	Slot 600	agrandrb
ilyparty	Duergar Party Member	Slot 592	agrandrb
ilyth	Duergar Proletariat	Slot 592	agrandrb
ilythf01	Duergar Proletariat	Slot 592	agrandrb
imp01	Imp	Slot 600	agrandrb
impbod1	Hazarmaveth	Slot 592	agrandrb
impbod2	Manasseh	Slot 592	agrandbr
impqua01	Quasit	Slot 600	agrandbr
impsaha	Minor Avatar of Sekolah	Slot 592	agrandrb
innkpr	Quimby	Slot 592	agrandlx
innpri1	Priest	Slot 592	agrandbr
innpri2	Priest	Slot 592	agrandsh
innpri3	Priest	Slot 592	agrandrg
inspect	Lieutenant Aegisfield	Slot 608	agrandrb
iogremag	Ogre Mage	Slot 600	agrandbr
iotyugh	Greater Otyugh	Slot 592	agrandbr
iotyugh1	Greater Otyugh	Slot 592	agrandrb
iquinva	Iholikan Quinval	Slot 592	agrandnc
irlana	Lady Irlana	Slot 608	agrandbr
iron15	Guard	Slot 592	agrandrb
ironho	Ah, yes. Terrible. Terrible. At first, there were tales told by travelers of companions disappearing into the night, snatched up from their bedrolls as they camped along the narrow trail that winds through the pass.	Slot 600	agrandbr
isaea	Isaea Roenall	Slot 608	agrandrb
ishaddud	Assassin	Slot 584	agrandrb
ishadft1	Assassin	Slot 600	agrandbr
ishadmt1	Assassin	Slot 592	agrandbr
ishadth1	Assassin	Slot 600	agrandrb
ishclo01	Assassin	Slot 600	agrandrb
ivamp01	Vampire	Slot 592	agrandrb
iwddoor	The Door	Slot 592	agrandbr
iwddrg1	Mandegora	Slot 608	agrandrb
iwddrg2	Hequistus	Slot 592	agrandrb
iwddrg3	Grizidamonn'yt	Slot 592	agrandrb
iwddrg4	Gangollayah	Slot 592	agrandbr
iwddrg5	The Great One	Slot 600	agrandbr
iwddrg6	Mandegora	Slot 608	agrandrb
iwddrg7	Hequistus	Slot 600	agrandbr
iwddrg8	Grizidamonn'yt	Slot 600	agrandsr
iwdgob1	Goblin	Slot 592	agrandbr
iwdgob2	Goblin Captain	Slot 592	agrandrb
iwdgob3	Goblin Leader	Slot 592	agrandrb
iwdgob4	Goblin	Slot 592	agrandbr
iwdorc1	Orc	Slot 592	agrandbr
iwdorc2	Orc	Slot 592	agrandbr
iwdorc3	Orc	Slot 592	agrandbr
iwdorc4	Orc Shaman	Slot 592	agrandea
iwdorc5	Ochtyg	Slot 592	agrandrb
j#aoedw2	Dwarf	Slot 592	agrandbr
j#aoedwa	Fwippy	Slot 592	agrandbr
j#bharle	Bharle	Slot 584	agrandrb
j#ceara	Ceara	Slot 584	agrandbr
j#clinn	Clinn	Slot 584	agrandrb
j#cossun	Cossun	Slot 592	agrandbr
j#falpal	Fallen Paladin	Slot 584	agrandbr
j#im8boo	Booter	Slot 592	agrandrb
j#im8thg	Shadow Thief	Slot 592	agrandrb
j#im8to2	Torturer	Slot 592	agrandlx
j#im8tor	Torturer	Slot 592	agrandsh
j#kasset	Kassetha	Slot 584	agrandbr
j#lilla	Lilla	Slot 584	agrandbr
j#mert14	Merritt	Slot 584	agrandrb
j#mert15	Merritt	Slot 584	agrandrb
j#morrid	Morridhan	Slot 584	agrandrb
j#piotr	Piotr	Slot 584	agrandbr
j#pirat1	Old Man	Slot 600	agrandbr
j#pirat2	Pirate	Slot 592	agrandbr
j#pirat3	Pirate	Slot 592	agrandbr
j#pirat4	Pirate	Slot 600	agrandbr
j#pirat5	Pirate	Slot 592	agrandrb
j#pirat6	Pirate	Slot 592	agrandrb
j#pura	Pura Parteth	Slot 584	agrandrb
j#rumil	Rumil	Slot 584	agrandrb
j#vlamin	Vlaming	Slot 592	agrandbr
jade1	Lennah	Slot 600	agrandbr
jade2	Thenry	Slot 600	agrandbr
jade3	Jeremon	Slot 608	agrandrb
jade4	Chrost	Slot 608	agrandbr
jael01	Hindra Jae'llat	Slot 600	agrandrb
jael02	Rilloa Jae'llat	Slot 592	agrandcl
jael03	Ist'tar Jae'llat	Slot 592	agrandbr
jael04	Jae'llat Guard	Slot 592	agrandbr
jaerto1	Jarden	Slot 584	agrandbr
jaerto2	Turg	Slot 584	agrandnc
jaerto3	Tamile	Slot 584	agrandrb
jaerto4	Wurn	Slot 584	agrandbr
jaertof	Ertof Dand	Slot 600	agrandbr
jaga1	Bessen	Slot 608	agrandrb
jaga2	Kail	Slot 600	agrandbr
jaga3	Nadinal	Slot 608	agrandrb
jaga4	Iko	Slot 608	agrandbr
jagalvar	Galvarey	Slot 600	agrandrb
jahaboam	Jahaboam	Slot 592	agrandbr
jahei1	Harper	Slot 584	agrandbr
jahei2	Harper	Slot 584	agrandrb
jahei3	Harper	Slot 584	agrandrb
jahei4	Harper	Slot 584	agrandbr
jamage1	Gracien	Slot 600	agrandbr
jamage2	Malacazar	Slot 600	agrandbr
jameroni	Meronia	Slot 592	agrandbr
jangit01	Githyanki	Slot 600	agrandbr
jangit02	Githyanki	Slot 592	agrandbr
janos	Janos	Slot 592	agrandrb
jarev1	Harper	Slot 608	agrandbr
jarev2	Harper	Slot 600	agrandrb
jarev3	Harper	Slot 608	agrandbr
jarev4	Harper	Slot 608	agrandrb
jarevia	Reviane	Slot 584	agrandrb
jarlich	Deirex	Slot 600	agrandbr
jatermin	Terminsel	Slot 608	agrandbr
javin	Javin	Slot 592	agrandrb
jayes	Jayes	Slot 600	agrandrb
jaylos	Jaylos	Slot 600	agrandrb
jclone01	Calahan	Slot 592	agrandrb
jellygr2	Green Slime	Slot 592	agrandbr
jenavi	Jenavieve	Slot 592	agrandrb
jermsy	Jermsy	Slot 592	agrandrb
jhonen	Jhonen	Slot 592	agrandbr
jinna	Jinna	Slot 592	agrandbr
jl#rupr2	Rupert	Slot 584	agrandrb
jl#rupr3	Rupert	Slot 584	agrandbr
jl#rupr4	Miss Claire Awl	Slot 584	agrandbr
jl#ruprt	Rupert	Slot 584	agrandrb
jl#sn01	Yuan-Ti Leader	Slot 592	agrandrb
jl#sn02	Yuan-Ti	Slot 592	agrandrg
jl#sn03	Yuan-Ti	Slot 592	agrandbr
jl#sn04	Yuan-Ti	Slot 592	agrandrb
jolnar	Jolnar	Slot 592	agrandcl
jolus	Sir Jolus	Slot 600	agrandbr
jondem01	Glabrezu	Slot 592	agrandbr
jondem02	Baalor	Slot 592	agrandbr
jondem03	Glabrezu	Slot 592	agrandrb
jondem04	Baalor	Slot 592	agrandrb
jondem05	Glabrezu	Slot 592	agrandbr
jpcal	Cal	Slot 592	agrandbr
jugdar01	Daar	Slot 600	agrandbr
jugjer01	Jermien	Slot 608	agrandnc
jugmim01	Killer Mimic	Slot 592	agrandrb
jumjum	Lashar'ra	Slot 592	agrandrb
jzcount	Receptionist	Slot 592	agrandbr
jzcrwdf1	Audience	Slot 592	agrandcl
jzcrwdf2	Audience	Slot 592	agrandrb
jzcrwdf3	Audience	Slot 592	agrandbr
jzcrwdf4	Audience	Slot 592	agrandrb
jzcrwdm1	Audience	Slot 592	agrandbr
jzcrwdm2	Audience	Slot 592	agrandrb
jzcrwdm3	Audience	Slot 592	agrandsw
jzdrunk3	Audience	Slot 592	agrandbr
jzelle	Ellesime	Slot 592	agrandrb
jzneeber	Neeber	Slot 592	agrandbr
jznewb	Newb	Slot 592	agrandbr
jztiana	Tiana	Slot 592	agrandbr
jztrawl	Sir Ryan Trawl	Slot 592	agrandrb
k#cutshe	This candle smells strongly of sandalwood.	Slot 592	agrandbr
k#firmag	Conster	Slot 584	agrandbr
k#orc	Orog	Slot 592	agrandbr
kaisha	Kaishas Gan	Slot 592	agrandrb
kalah	Kalah	Slot 600	agrandbr
kalah2	Kalah	Slot 592	agrandrb
kaless	Kalessia	Slot 608	agrandrb
kalvassa	Kalvassa	Slot 592	agrandrb
kalwrk01	Circus Performer	Slot 592	agrandrb
kamir	Kamir	Slot 600	agrandrb
kaol	Kaol	Slot 600	agrandrb
karan01	Karan	Slot 592	agrandlx
karan02	Karan	Slot 592	agrandsh
kayl2	Sir Ryan Trawl	Slot 608	agrandbr
kaylessa	Kaylessa	Slot 592	agrandbr
kaypal01	Anarg	Slot 600	agrandsw
kaypal02	Reynald de Chatillon	Slot 600	agrandrb
kaypal03	Fallen Paladin	Slot 600	agrandsh
kaysmg01	Rindus	Slot 592	agrandbr
kaysmg02	Smuggler	Slot 592	agrandbr
kaysmg03	Smuggler	Slot 592	agrandrb
kaysmg04	Smuggler	Slot 592	agrandbr
kbaker	Ken Baker	Slot 592	agrandbr
kelzomb	Zombie	Slot 592	agrandbr
kendak	Sir Laren	Slot 592	agrandrb
keris2	Keris	Slot 592	agrandcl
kesevar	Kesevar	Slot 592	agrandbr
kesevar1	Kesevar	Slot 592	agrandsw
kessen	Kessen	Slot 592	agrandbr
kgenie1	Genie	Slot 600	agrandbr
kgenie2	Genie	Slot 592	agrandbr
kharesse	Kharesse	Slot 600	agrandrb
khelb01	Khelben	Slot 584	agrandrb
khelb02	Khelben	Slot 584	agrandcl
khellor	Khellor Ahmson	Slot 592	agrandrb
kiel2	Kiel the Legion Killer	Slot 584	agrandrb
kilhelp1	Assassin	Slot 592	agrandbr
kilhelp2	Assassin	Slot 592	agrandbr
kilhelp3	Assassin	Slot 592	agrandbr
killian	Killian	Slot 592	agrandrb
killmonk	Monk	Slot 592	agrandrb
kimberg	Daxziz	Slot 592	agrandcl
kindai	Kindail	Slot 584	agrandrb
king	King	Slot 592	agrandbr
kiotsi	Kiotsi	Slot 592	agrandbr
kivogre	Ogre	Slot 592	agrandrb
kjobo	Kjobo Pansyflake	Slot 592	agrandbr
kkcian	Cian	Slot 592	agrandbr
kkveigle	Veigle	Slot 592	agrandrb
knight2	Ghost Knight	Slot 592	agrandrb
knight3	Ghost Knight	Slot 592	agrandsh
knight4	Ghost Knight	Slot 592	agrandrb
knight5	Ghost Knight	Slot 592	agrandbr
knight6	Ghost Knight	Slot 592	agrandbr
knord	Knord	Slot 592	agrandrb
kobald01	Kobold	Slot 592	agrandbr
kobamp01	Kobold Amplifier	Slot 592	agrandbr
kobarc01	Kobold	Slot 592	agrandrb
kobcap01	Kobold Captain	Slot 592	agrandrb
kobcap02	Kobold Captain	Slot 592	agrandrb
kobcom01	Kobold Commando	Slot 592	agrandrb
kobcom02	Kobold Commando	Slot 600	agrandrb
kobkam01	Kamikaze Kobold	Slot 584	agrandbr
kobldgd	Kobold Guard	Slot 592	agrandea
kobmem01	Kobold Recorder	Slot 592	agrandbr
kobola_a	Kobold	Slot 592	agrandbr
kobola_b	Kobold	Slot 592	agrandrb
kobola_c	Kobold	Slot 592	agrandcl
kobola_d	Kobold	Slot 592	agrandrb
kobold	Kobold	Slot 592	agrandbr
kobold_a	Kobold	Slot 592	agrandbr
kobold_b	Kobold	Slot 592	agrandrb
kobold_c	Kobold	Slot 592	agrandrb
kobold02	Kobold	Slot 592	agrandbr
kobold11	Kobold	Slot 592	agrandlx
kobold3	Kobold	Slot 592	agrandbr
kobolda	Kobold	Slot 592	agrandrb
kobscr01	Kobold Scribe	Slot 592	agrandrb
kobsha01	Kobold Shaman	Slot 592	agrandbr
kobsha02	Kobold Shaman	Slot 592	agrandrp
kobsla01	Kobold Slave	Slot 592	agrandrb
kobsou01	Kobold Amplifier	Slot 592	agrandrb
kobswi01	Kobold Swift	Slot 600	agrandnc
kobtar01	Kobold Amplifier	Slot 592	agrandrb
kobwar01	Kobold	Slot 592	agrandrb
kobwit01	Kobold Witch Doctor	Slot 608	agrandrb
kobwit02	Kobold Witch Doctor	Slot 608	agrandbr
korcrazy	Crazyface	Slot 600	agrandbr
korgoo01	Goon	Slot 600	agrandrp
korgoo02	Goon	Slot 600	agrandrb
korpim	Pimlico	Slot 608	agrandbr
korpimg1	Pimlico Guard	Slot 608	agrandsw
korscroo	Scrooloose	Slot 600	agrandbr
korshag	Shagbag	Slot 600	agrandbr
kpchap01	Bolumir	Slot 592	agrandrb
kpdead01	Servant	Slot 600	agrandsh
kpgate01	Guard	Slot 592	agrandrb
kpgate02	Guard	Slot 592	agrandbr
kpglai01	Glaicus	Slot 584	agrandbr
kpglai02	Mage	Slot 608	agrandbr
kpglai03	Zeela	Slot 608	agrandbr
kpglai04	Gorvin	Slot 600	agrandrb
kpgrd01	Lastin	Slot 600	agrandbr
kplend01	Moneylender	Slot 600	agrandrb
kplend02	Moneylender	Slot 600	agrandsh
kprang01	Jessup	Slot 600	agrandrb
kprang02	Malvolio	Slot 600	agrandlx
kproen01	Lord Roenall	Slot 584	agrandbr
kproen02	Roenall Guard	Slot 584	agrandrb
kproen03	Roenall Guard	Slot 608	agrandbr
kproen04	Roenall Soldier	Slot 584	agrandrb
kproen05	Roenall Soldier	Slot 584	agrandrb
kpsham01	Yuan-Ti Mage	Slot 600	agrandbr
kpsold02	de'Arnise Guard	Slot 584	agrandbr
kpsold03	de'Arnise Guard	Slot 608	agrandbr
kpsold04	de'Arnise Guard	Slot 608	agrandsr
kpsold05	de'Arnise Guard	Slot 608	agrandbr
kpsold07	de'Arnise Guard	Slot 608	agrandsw
kpsold08	de'Arnise Guard	Slot 608	agrandrb
kpsold09	de'Arnise Guard	Slot 592	agrandrb
kpsold10	de'Arnise Guard	Slot 592	agrandrb
kptrol02	Troll	Slot 600	agrandrb
kptrol03	Troll	Slot 600	agrandrb
kptrol04	Troll	Slot 592	agrandlx
kptrol05	Troll	Slot 600	agrandbr
kptrol06	Troll	Slot 592	agrandrb
kptrol13	Troll	Slot 600	agrandrb
kptrol23	Troll	Slot 592	agrandrb
kpumb01	Umber Hulk	Slot 592	agrandrb
kpyuan01	Greater Yuan-Ti	Slot 592	agrandbr
krbodbat	Bodhi	Slot 592	agrandrb
krbodvam	Bodhi	Slot 592	agrandbr
krdrgbrn	Brown Dragon	Slot 592	agrandbr
krdualwf	Fighter	Slot 592	agrandcl
krdwarf	Dwarf	Slot 592	agrandbr
kress	Kresselack	Slot 584	agrandrb
krfam01	Familiar	Slot 592	agrandrb
krfam02	Familiar	Slot 592	agrandbr
krfight	Fighter	Slot 592	agrandbr
krgnome	Illusionist	Slot 592	agrandbr
krlich2	Lich	Slot 584	agrandsr
kumirek	Mirek	Slot 592	agrandbr
kuoarc20	Kuo-Toa Archer	Slot 592	agrandrb
kuocap01	Kuo-Toa Captain	Slot 600	agrandrb
kuocle20	Kuo-Toa Captain	Slot 600	agrandrg
kuolie01	Kuo-Toa Lieutenant	Slot 600	agrandrb
kuomag01	Kuo-Toa Wizard	Slot 600	agrandbr
kuomon01	Kuo-Toa Monitor	Slot 600	agrandbr
kuopri01	Kuo-Toa Priest	Slot 608	agrandrb
kuorc	Orog	Slot 592	agrandbr
kuotoa01	Kuo-Toa Warrior	Slot 600	agrandrb
kuowar01	Kuo-Toa Warrior	Slot 592	agrandea
kuowar20	Kuo-Toa Warrior	Slot 592	agrandrb
kuowhi01	Kuo-Toa Whip	Slot 600	agrandrb
kwolf	Killing Wolf	Slot 592	agrandcl
kylie	Kylie Jansen	Slot 600	agrandrb
kylie1	Kylie Jansen	Slot 600	agrandrb
kz#dmlrd	Lesser Demon Lord	Slot 600	agrandbr
kz#fvamp	Vampiric Illithid	Slot 592	agrandrb
kz#rakma	Maharajah	Slot 592	agrandrb
kzjao	Jao	Slot 592	agrandrb
kzwuje	Wuje	Slot 592	agrandbr
kzwyvern	Poisonous Wyvern	Slot 592	agrandsw
lacedo01	Lacedon	Slot 592	agrandbr
lacedo02	Greater Lacedon	Slot 600	agrandsr
lando	Lando	Slot 592	agrandrb
landri	Landrin	Slot 608	agrandrb
laron1	Laron	Slot 592	agrandrb
larrel	Larrel	Slot 592	agrandrb
larrel2	Larrel‘s Sending	Slot 592	agrandbr
lassal	Lassal	Slot 592	agrandrb
lassal02	Lassal	Slot 592	agrandlx
lathar	Sir Lathar	Slot 592	agrandbr
latkni01	Morning Knight	Slot 608	agrandrb
latkni02	Morning Knight	Slot 608	agrandrb
laune	Meredath	Slot 592	agrandrb
lavallin	Lavallin	Slot 600	agrandbr
lavallis	Sleeping Lavallin	Slot 592	agrandbr
lavok01	Lavok	Slot 608	agrandsr
lavok02	Lavok	Slot 592	agrandrb
le#belm	Belmin Gergas	Slot 592	agrandbr
le#cowl	Cowled Enforcer	Slot 584	agrandrb
leader1	Leader	Slot 592	agrandrb
leader2	Leader	Slot 592	agrandbr
leander	Leander	Slot 584	agrandbr
legdor	Legdoril	Slot 600	agrandbr
lehland	Lehland	Slot 592	agrandbr
lehtin	Lehtinan	Slot 592	agrandbr
lellyn	Lellyn	Slot 592	agrandbr
lester	Uncle Lester	Slot 592	agrandrb
lhillias	Lhillias	Slot 600	agrandrp
li#apbn	Apocalyptic Boneguard	Slot 592	agrandbr
li#plan	Planetar	Slot 592	agrandbr
lich01	<Invalid Strref -1>	Slot 592	agrandsh
lichel01	Elemental Lich	Slot 584	agrandbr
lichguar	Guardian Lich	Slot 584	agrandrb
life01	Tortured One	Slot 592	agrandrg
life02	Tortured One	Slot 592	agrandbr
life03	Tortured One	Slot 592	agrandrb
life04	Tortured One	Slot 592	agrandsr
lin	Lin	Slot 592	agrandbr
lizking	Lizardman King	Slot 592	agrandrb
lk#xben	Benerra	Slot 600	agrandrb
lk#xft1	Drow	Slot 600	agrandrb
lk#xft2	Drow	Slot 608	agrandbr
lk#xft3	Drow	Slot 600	agrandrb
lk#xgk1	Kii'Ret Guard	Slot 600	agrandbr
lk#xgk2	Kii'Ret Guard	Slot 600	agrandrb
lk#xgk3	Kii'Ret Guard	Slot 600	agrandbr
lk#xgk4	Kii'Ret Guard	Slot 600	agrandbr
lk#xgk5	Kii'Ret Guard	Slot 600	agrandrb
lk#xhiv	Hive Mistress	Slot 584	agrandbr
lk#xmg1	Matron's Guard	Slot 600	agrandrb
lk#xmg2	Matron's Guard	Slot 600	agrandrb
lk#xpr1	Drow Priestess	Slot 608	agrandbr
lk#xsk1	Skeleton	Slot 608	agrandbr
lk#xth2	Drow	Slot 592	agrandbr
lk#xtm1	Temple Guard	Slot 608	agrandrb
lk#xtm2	Temple Guard	Slot 608	agrandbr
lk#xtm3	Temple Guard	Slot 608	agrandbr
lk#xtm4	Temple Guard	Slot 608	agrandbr
lk#xwz1	Drow Wizard	Slot 608	agrandcl
llarsh	Llarsh	Slot 592	agrandbr
llynis	Llynis	Slot 592	agrandrb
lorem	Lorem	Slot 592	agrandsh
loutcapt	Captain Dennis	Slot 608	agrandnc
loutm01	Mercenary of Riatvin	Slot 600	agrandbr
loutm02	Mercenary of Riatvin	Slot 608	agrandnc
loutm03	Mercenary of Riatvin	Slot 608	agrandrb
love	Warder	Slot 592	agrandrb
loveone1	Fayanna	Slot 592	agrandrb
loveone3	Valas	Slot 592	agrandrb
loveone4	Moira	Slot 592	agrandbr
loveone5	Merella	Slot 592	agrandbr
loveone6	Darriel	Slot 592	agrandrb
lravatar	Corellon Larethian	Slot 592	agrandbr
lrburnin	Burning Man	Slot 584	agrandrb
lrcyric1	Cyric	Slot 584	agrandbr
lrelle1	Ellesime	Slot 584	agrandrb
lrhood	Hooded Figure	Slot 584	agrandbr
lrimp1	Imp	Slot 600	agrandrb
lrimp2	Imp	Slot 584	agrandbr
lrny01	Yanieth	Slot 600	agrandrb
lrny02	Elesrym	Slot 592	agrandrb
lrny03	Fresienne 	Slot 600	agrandrb
lrrielev	Velemir Rielev	Slot 584	agrandbr
lryugol	Garrish	Slot 608	agrandbr
ltalos	Drunken Cleric of Talos	Slot 592	agrandbr
lv16rob1	Bregan D'aerth Assassin	Slot 592	agrandrb
lv16rob2	Bregan D'aerth Assassin	Slot 592	agrandrb
lv16rob3	Bregan D'aerth Assassin	Slot 592	agrandrb
lv16rob4	Bregan D'aerth Assassin	Slot 592	agrandbr
lysan	Lysan	Slot 592	agrandbr
m#corin	Captain Corin	Slot 600	agrandbr
m#edtg	Ed	Slot 592	agrandbr
m#lorr10	Lorraine	Slot 600	agrandrb
m#lorr13	Lorraine	Slot 600	agrandrp
m#lorr17	Lorraine	Slot 600	agrandrb
m#lorson	Ghost of Lorraine's Son	Slot 592	agrandbr
m#maxtg	Max	Slot 592	agrandbr
m#nicktg	Nick	Slot 592	agrandsh
m#prisg1	Prison Guard	Slot 592	agrandbr
m#prisg2	Prison Guard	Slot 592	agrandbr
m#ruad	Ruad	Slot 608	agrandrb
m#thug1	Remoh	Slot 592	agrandbr
m#thug1x	Remoh	Slot 592	agrandrb
m#thug2	Apdnarg	Slot 592	agrandbr
m#thug2x	Apdnarg	Slot 592	agrandrb
m#thug3	Trab	Slot 592	agrandbr
m#thug3x	Trab	Slot 592	agrandrb
m#thug4	Egram	Slot 592	agrandrb
m#thug4x	Egram	Slot 592	agrandrb
m#thug5	Eiggam	Slot 592	agrandbr
m#thug5x	Eiggam	Slot 592	agrandrb
m#thug6	Asil	Slot 592	agrandrb
m#thug6x	Asil	Slot 592	agrandrb
m#yclbm1	Ymmyrt's Lieutenant	Slot 592	agrandrb
m#ycmcm1	Ymmyrt's Captain	Slot 600	agrandbr
m#ydemon	Demon	Slot 600	agrandrp
m#ygsbm1	Ymmyrt's Guard	Slot 592	agrandbr
m#ygsbm2	Ymmyrt's Guard	Slot 592	agrandrb
m#ygsbm3	Ymmyrt's Guard	Slot 592	agrandrb
m#ygsbm4	Ymmyrt's Guard	Slot 592	agrandrg
m#ygspm1	Ymmyrt's Guard	Slot 592	agrandrb
m#ygspm2	Ymmyrt's Guard	Slot 592	agrandbr
m#ygspm3	Ymmyrt's Guard	Slot 592	agrandbr
m#ygspm4	Ymmyrt's Guard	Slot 592	agrandrb
m#ygspm5	Ymmyrt's Guard	Slot 592	agrandbr
m#ygswm1	Ymmyrt's Guard	Slot 600	agrandbr
m#yguna1	Ymmyrt's Guard	Slot 592	agrandrb
m#yimp	Gabriel	Slot 600	agrandbr
m#ymm12	Ymmyrt	Slot 600	agrandrb
m#ymm16	Ymmyrt	Slot 600	agrandrb
m#ymm19	Ymmyrt	Slot 600	agrandrp
m05demon	Baalor	Slot 592	agrandrb
m05elf1	Elven Warrior	Slot 592	agrandbr
m05elf2	Elven Warrior	Slot 592	agrandrb
madarc	Mad Arcand	Slot 584	agrandbr
madeel	Madeel	Slot 592	agrandbr
madurc01	Duergar Cleric	Slot 608	agrandbr
madurc02	Duergar Cleric	Slot 608	agrandrb
madurf02	Duergar Fighter	Slot 592	agrandrb
madurt01	Duergar Thief	Slot 600	agrandbr
maeguy02	Thief	Slot 592	agrandrb
maenc01	Ogre Mage	Slot 592	agrandnc
maenc02	Ogre	Slot 592	agrandrb
maenc03	Ogrillon	Slot 592	agrandbr
maenc04	Brotus Bloodthirsty	Slot 584	agrandbr
maevar	Mae'Var	Slot 592	agrandrb
